product_id,product_name,product_category,subcategory,gender,size,color,price,discount_applied,units_sold,sales_date,store_location,channel,season,inventory_level,restock_indicator,revenue,discounted_price
UQ00162,Leggings Pants,Bottoms,Shorts,Unisex,XL,Blue,54.71,10.94,19,2025-05-19,"New York, NY",Online,Summer,48,No,1039.49,-543.8174
UQ00163,AIRism T-Shirt,Tops,T-Shirts,Unisex,XL,White,17.39,3.48,9,2025-01-17,"New York, NY",Online,Spring,18,Yes,156.51,-43.1272
UQ00164,AIRism T-Shirt,Tops,T-Shirts,Women,L,Navy,22.68,0.0,7,2024-11-07,"Los Angeles, CA",Online,Fall,27,No,158.76,22.68
UQ00165,Linen Shirt,Tops,Shirts,Unisex,XS,Red,142.91,14.29,20,2024-10-23,"Los Angeles, CA",Online,Summer,82,No,2858.2,-1899.2739
UQ00166,Cotton Long Sleeve,Tops,Shirts,Men,S,Beige,78.92,15.78,16,2024-08-29,"Chicago, IL",Online,Spring,68,No,1262.72,-1166.4376
UQ00167,BlockTech Parka,Outerwear,Parkas,Unisex,XL,White,50.95,10.19,20,2024-07-28,"Los Angeles, CA",In-Store,Fall,84,No,1019.0,-468.2305
UQ00168,Linen Shirt,Tops,T-Shirts,Unisex,XS,Blue,115.23,34.57,16,2024-12-19,"New York, NY",Online,Spring,56,No,1843.68,-3868.2711000000004
UQ00169,Cotton Long Sleeve,Tops,Blouses,Unisex,S,White,25.79,0.0,10,2024-12-13,"Chicago, IL",Online,Spring,57,No,257.9,25.79
UQ00170,HeatTech Scarf,Accessories,Scarves,Men,L,Navy,17.96,3.59,5,2024-07-10,"Chicago, IL",In-Store,Spring,34,No,89.80000000000001,-46.5164
UQ00171,Chino Shorts,Bottoms,Jeans,Women,S,White,134.18,13.42,11,2025-03-25,"Chicago, IL",In-Store,Winter,74,No,1475.98,-1666.5156000000002
UQ00172,AIRism T-Shirt,Tops,T-Shirts,Women,XL,Navy,26.29,7.89,12,2024-06-23,"Los Angeles, CA",Online,Spring,8,Yes,315.48,-181.13809999999998
UQ00173,UV Cut Hat,Accessories,Bags,Unisex,M,Beige,116.51,11.65,12,2025-05-05,"Houston, TX",In-Store,Winter,16,Yes,1398.1200000000001,-1240.8315
UQ00174,Ultra Stretch Jeans,Bottoms,Jeans,Men,M,White,24.06,4.81,7,2024-07-17,"Chicago, IL",In-Store,Fall,45,No,168.42,-91.66859999999998
UQ00175,BlockTech Parka,Outerwear,Coats,Men,L,Navy,108.04,10.8,10,2024-08-03,"Chicago, IL",Online,Summer,8,Yes,1080.4,-1058.7920000000001
UQ00176,Hooded Coat,Outerwear,Parkas,Men,M,Red,124.96,0.0,2,2025-02-03,"Houston, TX",In-Store,Fall,4,Yes,249.92,124.96
UQ00177,Chino Shorts,Bottoms,Shorts,Unisex,XXL,Gray,81.77,16.35,6,2024-08-06,"San Francisco, CA",Online,Spring,82,No,490.62,-1255.1695
UQ00178,Chino Shorts,Bottoms,Shorts,Unisex,XXL,Beige,91.28,9.13,13,2025-04-08,"New York, NY",Online,Summer,64,No,1186.64,-742.1064000000001
UQ00179,Ultra Stretch Jeans,Bottoms,Jeans,Unisex,XXL,White,133.15,0.0,17,2025-02-24,"Chicago, IL",Online,Summer,70,No,2263.55,133.15
UQ00180,HeatTech Scarf,Accessories,Bags,Unisex,XL,White,147.94,29.59,4,2024-11-15,"New York, NY",Online,Winter,35,No,591.76,-4229.6046
UQ00181,Hooded Coat,Outerwear,Coats,Women,M,Beige,62.58,18.77,19,2025-01-22,"Houston, TX",In-Store,Fall,60,No,1189.02,-1112.0466
UQ00182,HeatTech Scarf,Accessories,Bags,Unisex,L,Navy,62.82,6.28,7,2024-06-29,"Chicago, IL",Online,Spring,90,No,439.74,-331.68960000000004
UQ00183,Ultra Light Down Jacket,Outerwear,Parkas,Women,XXL,Gray,44.72,0.0,19,2024-11-01,"Los Angeles, CA",Online,Summer,38,No,849.68,44.72
UQ00184,Linen Shirt,Tops,Shirts,Unisex,XS,Red,70.72,21.22,13,2024-10-31,"Houston, TX",In-Store,Summer,12,Yes,919.36,-1429.9584
UQ00185,Chino Shorts,Bottoms,Shorts,Unisex,XL,Blue,66.63,13.33,20,2025-01-22,"San Francisco, CA",In-Store,Spring,91,No,1332.6,-821.5478999999999
UQ00186,BlockTech Parka,Outerwear,Coats,Women,XL,Red,117.31,11.73,9,2024-12-03,"Chicago, IL",Online,Fall,38,No,1055.79,-1258.7363
UQ00187,HeatTech Scarf,Accessories,Hats,Women,XS,Gray,114.35,0.0,13,2024-12-27,"Houston, TX",Online,Fall,91,No,1486.55,114.35
UQ00188,AIRism T-Shirt,Tops,T-Shirts,Women,XS,Beige,144.6,43.38,17,2024-09-10,"Chicago, IL",Online,Fall,24,No,2458.2,-6128.148
UQ00189,Linen Shirt,Tops,Blouses,Women,L,Gray,131.5,0.0,6,2025-01-05,"Los Angeles, CA",In-Store,Fall,5,Yes,789.0,131.5
UQ00190,Cotton Long Sleeve,Tops,T-Shirts,Women,XL,White,122.2,24.44,13,2025-05-05,"San Francisco, CA",Online,Summer,31,No,1588.6000000000001,-2864.3680000000004
UQ00191,UV Cut Hat,Accessories,Hats,Women,L,Navy,87.74,0.0,15,2024-06-09,"Los Angeles, CA",In-Store,Spring,20,No,1316.1,87.74
UQ00192,UV Cut Hat,Accessories,Scarves,Men,XS,Black,15.98,0.0,11,2025-02-24,"San Francisco, CA",In-Store,Fall,35,No,175.78,15.98
UQ00193,Cotton Long Sleeve,Tops,Shirts,Women,XXL,Red,87.44,26.23,20,2025-03-11,"Chicago, IL",In-Store,Spring,56,No,1748.8,-2206.1112
UQ00194,Hooded Coat,Outerwear,Coats,Men,XS,Navy,83.13,16.63,9,2024-07-19,"Los Angeles, CA",Online,Spring,48,No,748.17,-1299.3219
UQ00195,AIRism T-Shirt,Tops,Shirts,Women,XL,Beige,107.3,21.46,1,2025-02-24,"Chicago, IL",Online,Fall,53,No,107.3,-2195.358
UQ00196,UV Cut Hat,Accessories,Bags,Unisex,M,Beige,91.7,27.51,16,2025-05-14,"Los Angeles, CA",Online,Summer,86,No,1467.2,-2430.967
UQ00197,HeatTech Scarf,Accessories,Hats,Men,L,Beige,16.26,4.88,12,2024-12-30,"New York, NY",Online,Summer,73,No,195.12,-63.088800000000006
UQ00198,Leggings Pants,Bottoms,Shorts,Women,S,Black,142.96,28.59,8,2025-03-23,"Houston, TX",Online,Winter,75,No,1143.68,-3944.2664
UQ00199,HeatTech Scarf,Accessories,Hats,Unisex,L,Blue,24.85,4.97,8,2024-09-16,"Chicago, IL",Online,Summer,91,No,198.8,-98.6545
UQ00200,Mini Shoulder Bag,Accessories,Hats,Unisex,M,Black,100.46,20.09,8,2025-03-30,"Houston, TX",Online,Summer,57,No,803.68,-1917.7813999999998
UQ00201,Chino Shorts,Bottoms,Jeans,Women,XXL,Black,42.02,12.61,5,2025-02-08,"New York, NY",Online,Spring,40,No,210.10000000000002,-487.85220000000004
UQ00202,Hooded Coat,Outerwear,Coats,Women,S,Gray,46.29,13.89,17,2024-10-15,"San Francisco, CA",Online,Fall,72,No,786.93,-596.6781
UQ00203,Hooded Coat,Outerwear,Jackets,Women,XL,Beige,53.23,15.97,20,2024-07-18,"New York, NY",In-Store,Spring,76,No,1064.6,-796.8531
UQ00204,Hooded Coat,Outerwear,Coats,Unisex,M,Black,105.76,31.73,13,2024-09-26,"San Francisco, CA",Online,Fall,45,No,1374.88,-3250.0048
UQ00205,BlockTech Parka,Outerwear,Coats,Women,S,Gray,20.57,6.17,6,2024-11-20,"Chicago, IL",Online,Spring,81,No,123.42,-106.3469
UQ00206,Mini Shoulder Bag,Accessories,Hats,Women,XL,Gray,68.23,0.0,5,2024-08-05,"San Francisco, CA",Online,Spring,46,No,341.15000000000003,68.23
UQ00207,Ultra Stretch Jeans,Bottoms,Skirts,Unisex,S,Black,138.58,13.86,10,2024-11-28,"New York, NY",Online,Summer,55,No,1385.8000000000002,-1782.1388000000002
UQ00208,Chino Shorts,Bottoms,Jeans,Women,L,Red,132.63,39.79,13,2024-06-06,"San Francisco, CA",In-Store,Fall,4,Yes,1724.19,-5144.7177
UQ00209,Ultra Stretch Jeans,Bottoms,Shorts,Women,L,Blue,13.59,4.08,1,2025-03-12,"Houston, TX",Online,Fall,64,No,13.59,-41.8572
UQ00210,AIRism T-Shirt,Tops,Blouses,Unisex,M,Black,77.15,23.14,15,2025-05-11,"New York, NY",In-Store,Summer,48,No,1157.25,-1708.101
UQ00211,HeatTech Scarf,Accessories,Hats,Men,XL,Navy,62.64,18.79,17,2025-03-11,"Los Angeles, CA",Online,Winter,76,No,1064.88,-1114.3655999999999
UQ00212,Ultra Stretch Jeans,Bottoms,Skirts,Women,XL,Beige,18.79,3.76,9,2024-09-15,"Chicago, IL",In-Store,Summer,98,No,169.10999999999999,-51.86039999999999
UQ00213,BlockTech Parka,Outerwear,Jackets,Unisex,XXL,Red,28.64,5.73,16,2024-12-16,"New York, NY",In-Store,Fall,54,No,458.24,-135.46720000000002
UQ00214,Mini Shoulder Bag,Accessories,Bags,Women,S,Gray,130.96,13.1,17,2025-03-27,"Chicago, IL",Online,Summer,68,No,2226.32,-1584.616
UQ00215,UV Cut Hat,Accessories,Hats,Unisex,M,White,149.86,0.0,6,2024-08-13,"Los Angeles, CA",Online,Fall,2,Yes,899.1600000000001,149.86
UQ00216,HeatTech Scarf,Accessories,Scarves,Unisex,XXL,Navy,87.66,26.3,5,2024-12-19,"Houston, TX",In-Store,Spring,52,No,438.29999999999995,-2217.798
UQ00217,Cotton Long Sleeve,Tops,Blouses,Men,XXL,Navy,142.17,28.43,10,2025-05-25,"San Francisco, CA",Online,Winter,82,No,1421.6999999999998,-3899.7230999999997
UQ00218,Hooded Coat,Outerwear,Parkas,Women,XXL,Blue,44.53,13.36,14,2024-07-16,"Chicago, IL",Online,Summer,72,No,623.4200000000001,-550.3908
UQ00219,Hooded Coat,Outerwear,Jackets,Unisex,M,Beige,27.98,0.0,19,2025-05-09,"Chicago, IL",Online,Winter,44,No,531.62,27.98
UQ00220,Linen Shirt,Tops,Blouses,Men,S,Navy,94.76,18.95,1,2025-02-02,"Houston, TX",Online,Summer,31,No,94.76,-1700.942
UQ00221,Chino Shorts,Bottoms,Jeans,Women,L,Gray,16.47,1.65,8,2024-09-28,"San Francisco, CA",In-Store,Summer,38,No,131.76,-10.705499999999997
UQ00222,BlockTech Parka,Outerwear,Parkas,Unisex,XXL,Navy,103.92,31.18,2,2025-04-27,"Houston, TX",In-Store,Summer,53,No,207.84,-3136.3056
UQ00223,UV Cut Hat,Accessories,Hats,Unisex,S,Black,118.02,35.41,18,2025-02-08,"San Francisco, CA",In-Store,Summer,11,Yes,2124.36,-4061.0681999999993
UQ00224,AIRism T-Shirt,Tops,Blouses,Unisex,XS,Red,124.19,37.26,12,2024-12-19,"Los Angeles, CA",In-Store,Summer,4,Yes,1490.28,-4503.1294
UQ00225,UV Cut Hat,Accessories,Scarves,Men,L,Gray,22.28,2.23,17,2025-01-27,"San Francisco, CA",In-Store,Summer,46,No,378.76,-27.404400000000003
UQ00226,UV Cut Hat,Accessories,Scarves,Women,XXL,Black,68.78,13.76,5,2024-08-21,"Los Angeles, CA",Online,Spring,84,No,343.9,-877.6328
UQ00227,Ultra Stretch Jeans,Bottoms,Jeans,Unisex,XL,Blue,99.41,9.94,11,2024-08-03,"Chicago, IL",In-Store,Spring,50,No,1093.51,-888.7253999999999
UQ00228,Ultra Light Down Jacket,Outerwear,Jackets,Women,XXL,Black,136.34,13.63,2,2024-10-28,"San Francisco, CA",In-Store,Spring,37,No,272.68,-1721.9742
UQ00229,UV Cut Hat,Accessories,Bags,Women,XS,Beige,95.03,9.5,18,2025-03-28,"Houston, TX",Online,Spring,29,No,1710.54,-807.755
UQ00230,BlockTech Parka,Outerwear,Parkas,Men,M,Gray,87.57,26.27,19,2024-08-06,"New York, NY",In-Store,Fall,62,No,1663.83,-2212.8938999999996
UQ00231,Ultra Light Down Jacket,Outerwear,Jackets,Unisex,XXL,Gray,111.6,22.32,6,2024-12-31,"Houston, TX",In-Store,Fall,96,No,669.5999999999999,-2379.312
UQ00232,Linen Shirt,Tops,Shirts,Unisex,XXL,Blue,119.61,0.0,10,2025-04-03,"San Francisco, CA",In-Store,Fall,50,No,1196.1,119.61
UQ00233,Chino Shorts,Bottoms,Jeans,Women,S,Beige,107.57,0.0,4,2025-05-29,"Houston, TX",Online,Winter,9,Yes,430.28,107.57
UQ00234,UV Cut Hat,Accessories,Hats,Unisex,XS,White,139.62,41.89,10,2024-12-27,"San Francisco, CA",In-Store,Summer,16,Yes,1396.2,-5709.0618
UQ00235,Hooded Coat,Outerwear,Parkas,Women,XS,Red,46.05,13.81,5,2025-05-27,"New York, NY",Online,Fall,33,No,230.25,-589.9005
UQ00236,UV Cut Hat,Accessories,Hats,Unisex,M,Beige,96.81,19.36,2,2024-06-05,"New York, NY",In-Store,Summer,76,No,193.62,-1777.4316
UQ00237,Leggings Pants,Bottoms,Shorts,Unisex,L,Red,39.18,0.0,11,2025-01-23,"Chicago, IL",In-Store,Winter,74,No,430.98,39.18
UQ00238,Leggings Pants,Bottoms,Skirts,Men,S,Beige,20.52,2.05,16,2024-10-08,"Los Angeles, CA",In-Store,Fall,94,No,328.32,-21.545999999999996
UQ00239,Leggings Pants,Bottoms,Skirts,Women,XL,Blue,65.94,13.19,16,2024-12-11,"New York, NY",In-Store,Winter,7,Yes,1055.04,-803.8086
UQ00240,HeatTech Scarf,Accessories,Bags,Unisex,XL,Navy,35.11,7.02,4,2024-06-12,"New York, NY",Online,Spring,55,No,140.44,-211.36219999999997
UQ00241,Chino Shorts,Bottoms,Skirts,Women,XL,Red,67.53,0.0,3,2024-07-18,"Chicago, IL",In-Store,Winter,26,No,202.59,67.53
UQ00242,HeatTech Scarf,Accessories,Hats,Unisex,S,Navy,103.36,31.01,18,2025-05-31,"Los Angeles, CA",In-Store,Winter,60,No,1860.48,-3101.8336
UQ00243,Leggings Pants,Bottoms,Shorts,Women,L,Red,36.82,3.68,19,2024-10-23,"Chicago, IL",Online,Fall,20,No,699.58,-98.67760000000001
UQ00244,AIRism T-Shirt,Tops,T-Shirts,Unisex,XXL,Black,33.55,0.0,10,2025-05-12,"Houston, TX",In-Store,Fall,60,No,335.5,33.55
UQ00245,Mini Shoulder Bag,Accessories,Bags,Unisex,M,Gray,14.35,2.87,6,2025-04-23,"Chicago, IL",Online,Summer,0,Yes,86.1,-26.834500000000002
UQ00246,Chino Shorts,Bottoms,Jeans,Unisex,XS,Navy,84.72,25.42,12,2025-04-14,"Houston, TX",Online,Winter,89,No,1016.64,-2068.8624
UQ00247,HeatTech Scarf,Accessories,Bags,Men,XS,Navy,135.09,13.51,17,2024-10-02,"San Francisco, CA",Online,Winter,77,No,2296.53,-1689.9759
UQ00248,Chino Shorts,Bottoms,Skirts,Women,XXL,Gray,56.11,11.22,9,2024-09-05,"Chicago, IL",In-Store,Fall,25,No,504.99,-573.4442
UQ00249,Cotton Long Sleeve,Tops,T-Shirts,Men,M,Beige,121.82,36.55,15,2024-06-27,"Los Angeles, CA",Online,Fall,55,No,1827.3,-4330.700999999999
UQ00250,Leggings Pants,Bottoms,Shorts,Men,L,Red,132.2,13.22,16,2024-09-06,"San Francisco, CA",In-Store,Fall,60,No,2115.2,-1615.484
UQ00251,Mini Shoulder Bag,Accessories,Hats,Men,L,Red,10.26,3.08,4,2025-05-11,"New York, NY",In-Store,Fall,0,Yes,41.04,-21.3408
UQ00252,BlockTech Parka,Outerwear,Parkas,Unisex,XS,White,21.73,2.17,3,2025-01-11,"Chicago, IL",Online,Spring,51,No,65.19,-25.4241
UQ00253,AIRism T-Shirt,Tops,Shirts,Women,L,Beige,39.21,7.84,14,2024-07-05,"Houston, TX",Online,Summer,89,No,548.94,-268.1964
UQ00254,Leggings Pants,Bottoms,Skirts,Women,XXL,Navy,116.29,11.63,14,2024-07-08,"Chicago, IL",Online,Summer,87,No,1628.0600000000002,-1236.1627
UQ00255,BlockTech Parka,Outerwear,Coats,Women,XXL,Beige,110.77,11.08,14,2025-03-16,"New York, NY",Online,Summer,58,No,1550.78,-1116.5616
UQ00256,Cotton Long Sleeve,Tops,Blouses,Women,M,White,45.24,0.0,7,2024-12-10,"Chicago, IL",Online,Winter,2,Yes,316.68,45.24
UQ00257,Cotton Long Sleeve,Tops,T-Shirts,Women,M,Red,135.23,0.0,14,2025-04-17,"Houston, TX",In-Store,Summer,17,Yes,1893.2199999999998,135.23
UQ00258,AIRism T-Shirt,Tops,Blouses,Men,L,White,72.54,21.76,3,2024-07-01,"Houston, TX",Online,Winter,14,Yes,217.62,-1505.9304000000002
UQ00259,Linen Shirt,Tops,Shirts,Women,L,Gray,24.58,4.92,5,2025-03-27,"Los Angeles, CA",Online,Summer,27,No,122.89999999999999,-96.35359999999999
UQ00260,Cotton Long Sleeve,Tops,Shirts,Men,XS,Black,12.71,2.54,17,2024-12-28,"Los Angeles, CA",Online,Summer,85,No,216.07000000000002,-19.573400000000003
UQ00261,Hooded Coat,Outerwear,Coats,Women,XS,Beige,55.75,16.72,12,2025-03-29,"Chicago, IL",In-Store,Fall,24,No,669.0,-876.39
UQ00262,Mini Shoulder Bag,Accessories,Hats,Women,XS,Navy,134.57,26.91,20,2024-07-23,"San Francisco, CA",Online,Winter,24,No,2691.3999999999996,-3486.7086999999997
UQ00263,BlockTech Parka,Outerwear,Jackets,Unisex,L,Black,104.97,20.99,3,2024-07-24,"San Francisco, CA",In-Store,Spring,17,Yes,314.90999999999997,-2098.3502999999996
UQ00264,Mini Shoulder Bag,Accessories,Bags,Men,XL,Navy,22.07,0.0,15,2025-02-16,"New York, NY",In-Store,Summer,85,No,331.05,22.07
UQ00265,Ultra Light Down Jacket,Outerwear,Jackets,Women,S,White,92.06,0.0,8,2024-12-06,"Houston, TX",Online,Fall,39,No,736.48,92.06
UQ00266,Ultra Stretch Jeans,Bottoms,Jeans,Women,M,White,70.33,0.0,19,2025-01-04,"San Francisco, CA",In-Store,Spring,41,No,1336.27,70.33
UQ00267,Leggings Pants,Bottoms,Shorts,Unisex,L,Navy,49.63,4.96,6,2024-08-08,"Houston, TX",In-Store,Fall,51,No,297.78000000000003,-196.53480000000002
UQ00268,Mini Shoulder Bag,Accessories,Scarves,Women,XXL,Gray,100.33,20.07,2,2024-09-15,"Houston, TX",Online,Winter,58,No,200.66,-1913.2931
UQ00269,Ultra Stretch Jeans,Bottoms,Skirts,Men,M,Gray,59.75,17.93,13,2024-12-26,"New York, NY",In-Store,Spring,69,No,776.75,-1011.5675
UQ00270,Mini Shoulder Bag,Accessories,Scarves,Men,XXL,Gray,94.71,9.47,1,2025-05-09,"Chicago, IL",Online,Fall,52,No,94.71,-802.1937
UQ00271,Cotton Long Sleeve,Tops,T-Shirts,Women,M,White,24.15,2.42,6,2025-01-26,"Houston, TX",Online,Summer,69,No,144.89999999999998,-34.293
UQ00272,Hooded Coat,Outerwear,Jackets,Women,XXL,White,44.33,8.87,4,2024-11-16,"Houston, TX",In-Store,Summer,93,No,177.32,-348.8770999999999
UQ00273,UV Cut Hat,Accessories,Scarves,Men,L,White,36.02,0.0,9,2024-08-26,"San Francisco, CA",Online,Fall,2,Yes,324.18,36.02
UQ00274,Hooded Coat,Outerwear,Coats,Unisex,XS,Red,83.33,8.33,8,2025-05-31,"Chicago, IL",Online,Spring,35,No,666.64,-610.8089
UQ00275,Mini Shoulder Bag,Accessories,Bags,Women,XXL,Blue,149.52,44.86,6,2024-12-31,"Houston, TX",Online,Winter,65,No,897.1200000000001,-6557.9472000000005
UQ00276,Mini Shoulder Bag,Accessories,Hats,Men,XL,White,90.54,0.0,11,2025-03-25,"Los Angeles, CA",In-Store,Winter,3,Yes,995.94,90.54
UQ00277,Leggings Pants,Bottoms,Shorts,Men,XS,Navy,10.64,0.0,17,2025-03-15,"Houston, TX",In-Store,Fall,93,No,180.88,10.64
UQ00278,Chino Shorts,Bottoms,Skirts,Women,XS,White,33.82,0.0,19,2025-02-27,"Houston, TX",In-Store,Winter,61,No,642.58,33.82
UQ00279,Leggings Pants,Bottoms,Skirts,Women,L,Gray,140.01,28.0,15,2024-08-22,"New York, NY",Online,Spring,74,No,2100.1499999999996,-3780.2699999999995
UQ00280,Ultra Stretch Jeans,Bottoms,Jeans,Men,L,White,89.93,17.99,19,2025-03-08,"New York, NY",In-Store,Fall,44,No,1708.67,-1527.9107
UQ00281,Mini Shoulder Bag,Accessories,Scarves,Men,XXL,Red,117.63,35.29,6,2024-10-04,"Houston, TX",Online,Winter,25,No,705.78,-4033.5326999999997
UQ00282,Chino Shorts,Bottoms,Jeans,Unisex,L,Black,55.22,16.57,19,2024-11-06,"New York, NY",Online,Summer,83,No,1049.18,-859.7754
UQ00283,Hooded Coat,Outerwear,Coats,Men,XL,Black,80.97,8.1,17,2025-02-20,"Chicago, IL",Online,Summer,11,Yes,1376.49,-574.887
UQ00284,Hooded Coat,Outerwear,Coats,Women,M,White,25.98,5.2,14,2025-02-12,"Chicago, IL",Online,Summer,63,No,363.72,-109.116
UQ00285,AIRism T-Shirt,Tops,Shirts,Unisex,XS,Red,22.12,4.42,11,2024-10-28,"Chicago, IL",Online,Fall,99,No,243.32000000000002,-75.6504
UQ00286,Hooded Coat,Outerwear,Parkas,Unisex,L,Gray,54.79,16.44,3,2024-11-22,"Los Angeles, CA",In-Store,Fall,32,No,164.37,-845.9576000000001
UQ00287,UV Cut Hat,Accessories,Hats,Women,S,Blue,61.59,0.0,10,2025-05-20,"San Francisco, CA",In-Store,Fall,4,Yes,615.9000000000001,61.59
UQ00288,Cotton Long Sleeve,Tops,Blouses,Women,XS,Red,18.77,5.63,12,2024-12-23,"Chicago, IL",Online,Fall,1,Yes,225.24,-86.90509999999999
UQ00289,Ultra Light Down Jacket,Outerwear,Coats,Unisex,S,Red,55.03,5.5,2,2024-11-27,"Houston, TX",Online,Spring,83,No,110.06,-247.635
UQ00290,UV Cut Hat,Accessories,Hats,Women,XL,Beige,45.55,13.66,5,2024-07-21,"New York, NY",In-Store,Summer,72,No,227.75,-576.663
UQ00291,UV Cut Hat,Accessories,Scarves,Men,M,Navy,116.33,34.9,11,2024-09-09,"Chicago, IL",Online,Fall,14,Yes,1279.6299999999999,-3943.587
UQ00292,Chino Shorts,Bottoms,Skirts,Unisex,XS,Blue,75.92,0.0,3,2024-08-31,"Houston, TX",Online,Summer,93,No,227.76,75.92
UQ00293,Mini Shoulder Bag,Accessories,Bags,Unisex,S,Navy,24.84,7.45,5,2024-06-29,"Chicago, IL",In-Store,Summer,61,No,124.2,-160.218
UQ00294,BlockTech Parka,Outerwear,Jackets,Men,XXL,Red,114.34,11.43,18,2024-10-14,"Houston, TX",In-Store,Winter,77,No,2058.12,-1192.5662
UQ00295,Chino Shorts,Bottoms,Jeans,Unisex,L,Gray,140.51,14.05,11,2024-06-13,"New York, NY",Online,Winter,8,Yes,1545.61,-1833.6555
UQ00296,Ultra Light Down Jacket,Outerwear,Jackets,Men,XS,Navy,38.6,0.0,3,2025-01-19,"Los Angeles, CA",In-Store,Spring,34,No,115.80000000000001,38.6
UQ00297,Linen Shirt,Tops,Shirts,Women,XL,Beige,139.6,41.88,8,2025-01-06,"Houston, TX",In-Store,Winter,10,Yes,1116.8,-5706.848
UQ00298,UV Cut Hat,Accessories,Hats,Women,XXL,Beige,121.24,0.0,14,2024-09-02,"San Francisco, CA",In-Store,Spring,59,No,1697.36,121.24
UQ00299,UV Cut Hat,Accessories,Scarves,Women,XL,Blue,32.81,6.56,5,2025-01-19,"Houston, TX",In-Store,Winter,4,Yes,164.05,-182.4236
UQ00300,AIRism T-Shirt,Tops,Shirts,Men,L,Beige,42.9,12.87,14,2024-08-29,"Houston, TX",In-Store,Fall,25,No,600.6,-509.22299999999996
UQ00301,Hooded Coat,Outerwear,Jackets,Women,S,Black,137.0,0.0,13,2024-06-07,"New York, NY",In-Store,Summer,41,No,1781.0,137.0
UQ00302,AIRism T-Shirt,Tops,T-Shirts,Women,M,White,64.84,12.97,8,2024-07-02,"Chicago, IL",In-Store,Spring,71,No,518.72,-776.1348
UQ00303,Mini Shoulder Bag,Accessories,Hats,Men,XS,Red,71.38,0.0,14,2025-03-06,"Houston, TX",Online,Winter,31,No,999.3199999999999,71.38
UQ00304,Leggings Pants,Bottoms,Shorts,Men,M,Red,74.68,7.47,6,2025-02-05,"Chicago, IL",Online,Spring,96,No,448.08000000000004,-483.17960000000005
UQ00305,Cotton Long Sleeve,Tops,T-Shirts,Unisex,XS,Beige,114.57,11.46,15,2024-06-27,"Chicago, IL",In-Store,Summer,96,No,1718.55,-1198.4022
UQ00306,AIRism T-Shirt,Tops,Blouses,Women,XXL,Black,42.41,8.48,1,2024-09-01,"San Francisco, CA",Online,Spring,65,No,42.41,-317.22679999999997
UQ00307,Ultra Stretch Jeans,Bottoms,Skirts,Women,M,Beige,86.0,17.2,8,2024-07-01,"San Francisco, CA",Online,Fall,50,No,688.0,-1393.2
UQ00308,Leggings Pants,Bottoms,Shorts,Men,XL,Blue,85.9,8.59,6,2025-05-22,"Los Angeles, CA",In-Store,Winter,5,Yes,515.4000000000001,-651.981
UQ00309,AIRism T-Shirt,Tops,Shirts,Women,M,Navy,56.49,0.0,19,2024-06-17,"Los Angeles, CA",In-Store,Summer,71,No,1073.31,56.49
UQ00310,Ultra Light Down Jacket,Outerwear,Jackets,Men,L,Gray,107.02,32.11,20,2025-05-04,"Chicago, IL",Online,Spring,14,Yes,2140.4,-3329.3922
UQ00311,Cotton Long Sleeve,Tops,Shirts,Men,M,Navy,132.91,0.0,1,2024-10-11,"Houston, TX",Online,Spring,93,No,132.91,132.91
UQ00312,Mini Shoulder Bag,Accessories,Bags,Men,XS,Beige,135.04,27.01,4,2024-07-02,"Los Angeles, CA",In-Store,Spring,28,No,540.16,-3512.3904
UQ00313,UV Cut Hat,Accessories,Hats,Men,XS,Navy,31.13,3.11,1,2024-12-21,"Chicago, IL",Online,Fall,26,No,31.13,-65.6843
UQ00314,Ultra Stretch Jeans,Bottoms,Shorts,Men,XS,White,114.05,22.81,4,2024-09-05,"New York, NY",Online,Winter,85,No,456.2,-2487.4305
UQ00315,UV Cut Hat,Accessories,Bags,Men,M,White,109.87,32.96,5,2024-09-21,"Houston, TX",Online,Spring,73,No,549.35,-3511.4452
UQ00316,Leggings Pants,Bottoms,Skirts,Unisex,L,Black,57.79,0.0,6,2025-02-19,"San Francisco, CA",Online,Winter,12,Yes,346.74,57.79
UQ00317,Leggings Pants,Bottoms,Jeans,Women,L,Beige,25.39,0.0,4,2024-12-10,"San Francisco, CA",In-Store,Winter,87,No,101.56,25.39
UQ00318,AIRism T-Shirt,Tops,Blouses,Women,M,White,94.45,18.89,15,2024-08-27,"Houston, TX",Online,Fall,28,No,1416.75,-1689.7105000000001
UQ00319,BlockTech Parka,Outerwear,Parkas,Men,XXL,Beige,85.48,0.0,15,2024-12-31,"Los Angeles, CA",In-Store,Spring,67,No,1282.2,85.48
UQ00320,Cotton Long Sleeve,Tops,Shirts,Women,XL,Red,111.02,22.2,2,2024-07-26,"Houston, TX",Online,Spring,26,No,222.04,-2353.624
UQ00321,HeatTech Scarf,Accessories,Bags,Unisex,S,White,99.66,29.9,19,2025-03-12,"Chicago, IL",Online,Spring,35,No,1893.54,-2880.174
UQ00322,Linen Shirt,Tops,Shirts,Unisex,XS,Gray,85.88,17.18,11,2025-06-03,"Chicago, IL",Online,Spring,26,No,944.68,-1389.5384
UQ00323,Linen Shirt,Tops,T-Shirts,Women,M,Black,58.3,11.66,11,2025-05-13,"Los Angeles, CA",In-Store,Summer,73,No,641.3,-621.478
